Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
AboveBelow9.json,2,draw the box above the horizontal line,-3.0,Literal
AboveBelow9.json,2,"Copy from input, then paint over anything below the green line to black. ",1.0,Correct - Intended
AboveBelow9.json,2,Make it so that the horizontal line cuts off the bottom of the other figure.,1.0,Correct - Intended
AboveBelow9.json,3,good correction,-1.0,Nonresponsive
AboveBelow9.json,3,"hit the copy from input button
there is a horizontal line spanning the entire input: blackout everything underneath this line",1.0,Correct - Intended
AboveBelow9.json,3,Copy from input to resize the grid and copy the original shape. Choose black and fill in all squares beneath the horizontal line.,1.0,Correct - Intended
AboveBelow9.json,3,"Set the dimensions of the grid specifically to the task given. We fill in the line of red pixels all the way across horizontally. The rule for this is to also fill in pixels that are above the line, but since we have only grey pixels below the red line, we do not have to color in these pixels. So only the horizontal row of red pixels remain.",1.0,Correct - Intended
AboveBelow9.json,3,"Copy the input image to the answer grid (same size, shapes, and colors). The input features a horizontal row of one color, overlapping a ""snake"" shape of a different color. Remove any of the ""snake"" shape appearing BELOW the horizontal line.",1.0,Correct - Intended
AboveBelow9.json,3,Keep the grid and color the same. You will have a horizontal line. Clear everything below the line. Only leave the line and object above the line. ,1.0,Correct - Intended
AboveBelow9.json,3,"Copy input, remove everything below the horizontal line",1.0,Correct - Intended
Center1.json,1,Copy from input to match the grid and original shapes. Choose a matching color and fill in a square in the middle of each shape.,1.0,Correct - Intended
Center1.json,1,Change grid size as in the input grid. Then fill out the grid with the same color as shown in the input grid.,0.0,Incorrect
Center1.json,1,INCLUDE THE NEW CELL I THE CENTER,-2.0,Unclear
Center1.json,1,Copy the input grid to the output grid (including resizing to match); place a cell of the same color in the center of each square outline.,1.0,Correct - Intended
Center1.json,1,Copy grid. Add a matching square to the center to the feature.,1.0,Correct - Intended
Center1.json,1,"Copy the image exactly for the output.  Then, directly in the middle of the colored square outline, put one block of that same color directly in the middle.",1.0,Correct - Intended
Center1.json,1,"keep the grid size the same
locate all the squares in the original grid. 
copy each square to the new grid - color, size, and location should all be the same. 
color exactly one space in the center of each square.  the space should be the same color as the square itself",1.0,Correct - Intended
Center1.json,1,"Resize the grid to the same as the input, then if the shape is hollow put a dot the same colour in the middle. If the dot is shaded the put a black dot on the middle ",0.0,Incorrect
Center1.json,2,"blank tha gird fill,fill tha grid blank",-1.0,Nonresponsive
Center1.json,2,point the centre of the box in respctive box colour,1.0,Correct - Intended
Center1.json,2,Add a solid square that is the same color of the figures to each figure.  Place the square directly in the middle of the new figure.,1.0,Correct - Intended
Center1.json,2,"First, completely copy the original. Then, add a square of the same color within the squares created.",-2.0,Unclear
Center1.json,2,Copy test input grid and change the colour cell at the centre of each of the squares to the same colour as the squares.,1.0,Correct - Intended
Center1.json,2,"Put a single square of the matching colour in the very centre of each square present, even if that makes it a solid shape.",1.0,Correct - Intended
Center1.json,3,Add a same colored square into the center of each shape,1.0,Correct - Intended
Center1.json,3,The objects and grid remain the same. The change is that a single square is added to each in the direct middle and it is the same color of each object/it matches. ,1.0,Correct - Intended
